company_name,domain,funding_usd,status,sector,shutdown_date,notes
Tipe,tipe.io,,inactive,b2b,,Open-source; customizable; headless CMS; YC Winter 2018; Source: YC
Closer Sports,closersports.com,,inactive,healthcare,,Mobile streaming platform connecting professional athletes with their…; YC Winter 2018; Source: YC
Skip,rideskip.com,,inactive,consumer,,Electric scooters for reliable last-mile transportation.; YC Winter 2018; Source: YC
OurMenu,ourmenu.io,,inactive,b2b,,YC Winter 2018; Source: YC
Tingles,gettingles.com,,inactive,consumer,,Find content that helps you relax and fall asleep.; YC Winter 2018; Source: YC
Reverie Labs,reverielabs.com,,inactive,healthcare,,Engineering next-generation; brain-penetrant cancer therapies.; YC Winter 2018; Source: YC
Curious Fictions,curiousfictions.com,,inactive,consumer,,Patreon for professional authors.; YC Winter 2018; Source: YC
EnvKey,envkey.com,,inactive,b2b,,End-to-end encrypted configuration and secrets management; YC Winter 2018; Source: YC
Correlia Biosystems,correliabio.com,,inactive,healthcare,,Next-gen blood testing to provide 1000x more data to pharma companies; YC Winter 2018; Source: YC
Openland,openland.com,,inactive,consumer,,Messenger for communities; YC Winter 2018; Source: YC
Aalo,aalo.co,,inactive,consumer,,Lego-like furniture for design geeks. We create furniture that's…; YC Winter 2018; Source: YC
Viaopt,viaopt.com,,inactive,b2b,,Uber pool for corporate trucking fleets; YC Winter 2018; Source: YC
Meson,meson.fi,,inactive,consumer,,Meson is a stablecoin swap protocol among blockchains and Layer 2s; YC Winter 2018; Source: YC
Haiku,haikuforteams.com,,inactive,b2b,,Collaboration tools for software companies; YC Winter 2018; Source: YC
miru,miruhome.com,,inactive,b2b,,Experience any piece of furniture in AR; YC Winter 2018; Source: YC
Storyline,producthunt.com,,inactive,b2b,,Create Alexa Skills without coding; YC Winter 2018; Source: YC
Nutrigene,mynutrigene.com,,inactive,consumer,,Personalized liquid supplements based your health data; YC Winter 2018; Source: YC
Station,stationhq.com,,inactive,b2b,,Your team’s automated knowledge base; YC Winter 2018; Source: YC
Vathys,vathys.ai,,inactive,industrials,,Accelerating machine learning through software; YC Winter 2018; Source: YC
Shone,shone.com,,inactive,industrials,,Shone makes existing cargo ships autonomous through retrofit.; YC Winter 2018; Source: YC
Pagedraw,pagedraw.io,,inactive,b2b,,Pagedraw is a platform for productionizing designs into code.  Thanks…; YC Winter 2018; Source: YC
OSIMple,osimple.co,,inactive,real-estate/construction,,Software for inspectors to automate their paper workflow.; YC Winter 2018; Source: YC
Atrium,atrium.co,,inactive,b2b,,Modern law firm for startups powered by proprietary technology; YC Winter 2018; Source: YC
Voicery,voicery.com,,inactive,b2b,,Automated voice acting and emotive speech synthesis with deep neural…; YC Winter 2018; Source: YC
Iambiq Technologies,iambiqtech.com,,inactive,b2b,,YC Winter 2018; Source: YC
Secured,secured.community,,inactive,consumer,,Tools for Sneaker; NFT & web3 investors; YC Winter 2018; Source: YC
Ben,ben.co,,inactive,fintech,,The easiest way to learn about; buy; and store cryptocurrency.; YC Winter 2018; Source: YC
Point API,pointapi.com,,inactive,b2b,,Point stores things you send over and over again and helps you re-use…; YC Winter 2018; Source: YC
Hexel,onhexel.com,,inactive,consumer,,Create a cryptocurrency for your community.; YC Winter 2018; Source: YC
Warpdrive by Synthetic Minds,warpdrive.co,,inactive,b2b,,From screen recordings to desktop automations using program synthesis; YC Summer 2018; Source: YC
Elpha,elpha.com,,inactive,consumer,,Professional network for women; YC Summer 2019; Source: YC
Lambda Tea,lambdatea.com,,inactive,consumer,,We build self-serve bubble tea dispensers! :D; YC Winter 2018; Source: YC
Penta Medical,pentavo.com,,inactive,healthcare,,Smart hardware for injury recovery.; YC Summer 2018; Source: YC
User Hero,userhero.io,,inactive,b2b,,A hub for all your user research.; YC Summer 2018; Source: YC
ExceptionALLY,growexceptionally.com,,inactive,education,,Affordable expertise for special needs parenting.; YC Summer 2018; Source: YC
Passenger AI,passenger.ai,,inactive,industrials,,Software for robotaxi operations.; YC Summer 2018; Source: YC
"numericcal, inc.",numericcal.com,,inactive,b2b,,Distributed AI for Industrial Process Monitoring and Optimization.; YC Summer 2018; Source: YC
Satchel,satchel.com,,inactive,fintech,,YC Summer 2018; Source: YC
FREY,frey.com,,inactive,consumer,,FREY is a line of exceptional laundry and clothing care products.…; YC Summer 2018; Source: YC
Xkit,xkit.co,,inactive,b2b,,Universal CRM integration for B2B SaaS apps; YC Summer 2018; Source: YC
Contrast,mismatch.app,,inactive,b2b,,Developer Handoff - Reimagined for Storybook; YC Summer 2018; Source: YC
Inokyo,inokyo.com,,inactive,b2b,,We bring physical stores to the digital age with cashierless checkout.; YC Summer 2018; Source: YC
ShopWith,shopwith.co,,inactive,b2b,,ShopWith is mobile QVC for GenZ.; YC Summer 2018; Source: YC
Mylk Guys,mylkguys.com,,inactive,consumer,,Amazon for Vegans; YC Summer 2018; Source: YC
INKHUNTER,inkhunter.tattoo,,inactive,consumer,,Augmented Reality mobile app to try and buy tattoos; YC Summer 2018; Source: YC
Medinas Health,medinas.com,,inactive,healthcare,,Medinas helps hospitals manage their inventory and buy and sell their…; YC Summer 2018; Source: YC
Spero Foods,sperofoods.co,,inactive,healthcare,,dairy reinvented from plants; YC Summer 2018; Source: YC
Radix Labs,radix.bio,,inactive,healthcare,,Operating systems for biology labs; YC Summer 2018; Source: YC
Grabb-It,grabb-it.io,,inactive,b2b,,Grabb-It is a location based Dynamic Digital - OOH advertising…; YC Summer 2018; Source: YC
Ixora,ixora.org,,inactive,consumer,,We create the digital outdoor environment for a movie.; YC Summer 2018; Source: YC
LabelFlow,labelflow.ai,,inactive,b2b,,GitHub for visual data; YC Summer 2018; Source: YC
Avo,avonow.com,,inactive,consumer,,Online convenience store for residential and office buildings; YC Summer 2018; Source: YC
The Buttermilk Company,thebuttermilkco.com,,inactive,consumer,,Instant; fresh ethnic food that actually taste homemade. We're…; YC Summer 2018; Source: YC
Purple Plate,purpleplate.co,,inactive,consumer,,We license brands for delivery and pick-up; YC Summer 2018; Source: YC
BHRD,bhrdglobal.com,,inactive,b2b,,BHRD ('Be Heard') helps public companies communicate with investors.; YC Summer 2018; Source: YC
FameGame,itunes.apple.com,,inactive,consumer,,Live and interactive TV shows for mobile - starting with American…; YC Summer 2018; Source: YC
The Supplant Company,supplant.com,,inactive,consumer,,A brand-new blend of sugars – made from plant fiber!; YC Summer 2018; Source: YC
Goodly,goodlyapp.com,,inactive,b2b,,Student loan repayment as an employee benefit.; YC Summer 2018; Source: YC
Kobo360,kobo360.com,,inactive,b2b,,Africa's leading supply chain technology platform.; YC Summer 2018; Source: YC
dNovo,dnovobio.com,,inactive,healthcare,,The cure for hair loss.; YC Summer 2018; Source: YC
Perception Biosystems,perception.bio,,inactive,healthcare,,Democratizing gene therapy by reinventing its manufacturing and…; YC Summer 2018; Source: YC
Gerostate Alpha,gerostatealpha.com,,inactive,healthcare,,Developing novel therapeutics for aging and chronic disease; YC Summer 2018; Source: YC
Allo,allocommunity.com,,inactive,consumer,,Allo is an app that helps neighboring families meet and help each…; YC Winter 2019; Source: YC
Pippin / Rent the Backyard,rentthebackyard.com,,inactive,real-estate/construction,,Autonomous homebuilding factory for the $1.7 trillion housing crisis.; YC Summer 2019; Source: YC
Brick Health,brick.health,,inactive,healthcare,,Building infrastructure to expand scope and quality of virtual care; YC Winter 2019; Source: YC
Volk Wireless,volkfi.com,,inactive,consumer,,YC Winter 2019; Source: YC
Vectordash,vectordash.com,,inactive,consumer,,Play high-end PC games on your laptop by streaming them.; YC Winter 2019; Source: YC
Kopa,kopa.co,,inactive,real-estate/construction,,Find furnished rentals and compatible housemates for 1-12 month stays; YC Winter 2019; Source: YC
Pengram,pengramar.com,,inactive,b2b,,Indoor navigation through augmented reality on your phone.; YC Winter 2019; Source: YC
Fit to Form,thefittoform.com,,inactive,consumer,,Fit to Form is a site where women shop for dresses based on their…; YC Summer 2019; Source: YC
SpaceRyde,spaceryde.com,,inactive,industrials,,The Rocket Network: Sustainable & On-Demand Delivery Anywhere in Space; YC Winter 2019; Source: YC
Comradery,comradery.com,,inactive,b2b,,White-label Bookface for companies and communities!; YC Winter 2019; Source: YC
DevFlight,devflight.com,,inactive,b2b,,Managed equipment data pipelines for manufacturers; YC Winter 2019; Source: YC
Green Energy Exchange,getgex.com,,inactive,industrials,,We deliver affordable renewable energy direct to customers and are…; YC Winter 2019; Source: YC
Portal Entryways,portalentryways.com,,inactive,b2b,,Portal Entryways upgrades disabled-accessible doors so they can be…; YC Winter 2019; Source: YC
Avalanche,useavalanche.com,,inactive,b2b,,Referral program SDK for startups; YC Winter 2019; Source: YC
Herald,heraldhq.com,,inactive,b2b,,A collaborative repository for user feedback.; YC Winter 2019; Source: YC
Hutsy,hutsy.co,,inactive,real-estate/construction,,Home Buying on Autopilot; YC Summer 2019; Source: YC
Adventurous Co,adventurous.co,,inactive,consumer,,Disney meets Airbnb Experiences; YC Winter 2019; Source: YC
Basilica,basilica.ai,,inactive,b2b,,Basilica is an API that embeds high-dimensional data like images and…; YC Winter 2019; Source: YC
Simmer,usesimmer.com,,inactive,consumer,,We do reviews for dishes. Our app helps users find the very best…; YC Winter 2019; Source: YC
ResistanceBio,resistance.bio,,inactive,healthcare,,We solve drug resistance for cancer; YC Winter 2019; Source: YC
Evo.Do,evo.do,,inactive,b2b,,QA Bots for Games; YC Winter 2019; Source: YC
Docucharm,docucharm.com,,inactive,b2b,,Automate paperwork by turning documents into structured data.; YC Winter 2019; Source: YC
PerShop,pershop.app,,inactive,consumer,,Your personal clothing store!; YC Winter 2019; Source: YC
Maitian.ai,maitian.ai,,inactive,b2b,,We make $1;000 Amazon Go stores.; YC Winter 2019; Source: YC
BlitzIQ,blitziq.com,,inactive,b2b,,Note taking workspace for B2B sales teams; YC Winter 2019; Source: YC
AuroraQ,auroraq.com,,inactive,industrials,,Building the first practical; integrated quantum computer.; YC Winter 2019; Source: YC
Cherry,startcherry.com,,inactive,b2b,,Cherry lets employees choose their own workplace perks.; YC Winter 2019; Source: YC
CareerTu,careertu.com,,inactive,education,,Online school for Chinese to learn in-demand digital skills; YC Winter 2019; Source: YC
Fuse,letsfuse.com,,inactive,fintech,,Unified API for financial data aggregators.; YC Winter 2019; Source: YC
DailyDoctor,mydailydoctor.com,,inactive,healthcare,,Daily telehealth care for people with COPD; CHF; hypertension; and…; YC Winter 2019; Source: YC
Hypnos,hypnos.ai,,inactive,consumer,,AI-powered sleep coach learns and optimizes your sleep; YC Winter 2019; Source: YC
Traverse Technologies,traverse.ai,,inactive,b2b,,AI driven professional engineering firm; YC Winter 2019; Source: YC
Capture,capture.so,,inactive,b2b,,All your notes; tasks; and files in one super-fast workspace.; YC Winter 2019; Source: YC
Endpoint Health,endpointhealth.com,,inactive,healthcare,,Precision-first therapies; YC Winter 2019; Source: YC
54Gene,54gene.com,,inactive,healthcare,,Precision medicine for Africans and the global population; YC Winter 2019; Source: YC
Datamode,datamode.com,,inactive,b2b,,Datamode (datamode.com) is a tool for engineers to instantly diagnose…; YC Winter 2019; Source: YC
Frubana Inc,frubana.com,,inactive,b2b,,The everything store for restaurants in LATAM.; YC Winter 2019; Source: YC
Sublime Black,sublimeblack.com,,inactive,b2b,,Automating Cyber Security Incident Response Through Artificial…; YC Winter 2019; Source: YC
Tailor-ED,tailor-ed.com,,inactive,education,,AI-powered corporate learning for accelerated employee growth & skill…; YC Winter 2019; Source: YC
Basement,basement.social,,inactive,consumer,,The social network for your close friends.; YC Winter 2019; Source: YC
Mage,magemarket.com,,inactive,consumer,,The safest way to buy and sell collectibles; YC Winter 2019; Source: YC
Union Apartment,unionapt.live,,inactive,real-estate/construction,,Furnished Co-living Apartments for International Students; here in…; YC Winter 2019; Source: YC
Spiral Genetics,spiralgenetics.com,,inactive,healthcare,,Large Scale Genomic Data Mining Software; YC Winter 2019; Source: YC
Vizy,vizy.io,,inactive,consumer,,An all-in-one virtual office for remote teams; YC Summer 2019; Source: YC
Path,path.me,,inactive,fintech,,Financial advisors for Gen-Z; YC Summer 2019; Source: YC
Safely Finance,safelyfinance.co,,inactive,consumer,,BNPL for moving and renting.; YC Summer 2019; Source: YC
Playground,playground.com,,inactive,consumer,,Make graphics like a Pro without being one; YC Summer 2019; Source: YC
MoFE,mofe.co,,inactive,consumer,,Next generation Disney.; YC Summer 2019; Source: YC
Hey Healthcare,andrewcoyle.com,,inactive,b2b,,YC Summer 2019; Source: YC
ReverCare,revercare.com,,inactive,b2b,,Concierge for elder care; YC Summer 2019; Source: YC
Souffle Club,souffle.club,,inactive,consumer,,Souffle Club:10x better LinkedIn alternative with profiles >> resumes; YC Summer 2019; Source: YC
BuildStream,buildstream.co,,inactive,real-estate/construction,,Workforce solutions for the construction industry; YC Summer 2019; Source: YC
Mighty Health,mightyhealth.com,,inactive,healthcare,,All-in-one health program helping seniors with their daily function; YC Summer 2019; Source: YC
Prompt,getprompt.app,,inactive,b2b,,Helping busy professionals understand and maintain their relationships; YC Summer 2019; Source: YC
Preclusio,preclus.io,,inactive,b2b,,We help companies comply with privacy laws like GDPR. Many of these…; YC Summer 2019; Source: YC
Encepheal Therapeutics,encepheal.com,,inactive,healthcare,,EncepHeal develops medications to treat substance abuse; starting…; YC Summer 2019; Source: YC
Muddy,feelmuddy.com,,inactive,b2b,,The multiplayer browser that knows you; YC Summer 2019; Source: YC
Narrator,narratordata.com,,inactive,b2b,,The only platform that can prep data to answer EVERY question you…; YC Summer 2019; Source: YC
Lantern,lantern.so,,inactive,b2b,,User behavior monitoring for modern product teams; YC Summer 2019; Source: YC
Dashblock,dashblock.com,,inactive,b2b,,Turn any website into an API; YC Summer 2019; Source: YC
LunaSec,lunasec.io,,inactive,b2b,,An Open Source dependency security tool that is smarter than the rest; YC Summer 2019; Source: YC
Lumineye,lumineye.com,,inactive,government,,X-ray Vision for First Responders; YC Summer 2019; Source: YC
Revel,hellorevel.com,,inactive,consumer,,We Deserve More in Midlife; YC Summer 2019; Source: YC
Nonu,nonucare.com,,inactive,healthcare,,We deliver hair loss medicines for Indian men on a subscription basis.; YC Summer 2019; Source: YC
Tandem,tandem.chat,,inactive,b2b,,Tandem is a virtual office for remote and distributed teams.; YC Summer 2019; Source: YC
Milo,joinmilo.com,,inactive,consumer,,The Family AI - a copilot for parents to tackle the invisible load of…; YC Winter 2020; Source: YC
Brave Care,bravecare.com,,inactive,healthcare,,Modern healthcare for kids. Pediatric Primary; Urgent & Remote Care.; YC Summer 2019; Source: YC
Lightwell,lightwell.pro,,inactive,b2b,,YC Summer 2019; Source: YC
Adla,tryadla.com,,inactive,consumer,,Department store for e-commerce; YC Summer 2019; Source: YC
Zergo,zergo.com,,inactive,healthcare,,We make a urine test that helps women get pregnant.; YC Summer 2019; Source: YC
Blair,joinblair.com,,inactive,fintech,,Financing education through Income Share Agreements; YC Summer 2019; Source: YC
PlayAbly,playably.ai,,inactive,b2b,,We build games to help brands engage; convert; and retain customers; YC Summer 2019; Source: YC
Flow,enterflow.app,,inactive,b2b,,Improve your browsing experience by staying organized and intentful; YC Summer 2019; Source: YC
HelpNow,gethelpnow.in,,inactive,healthcare,,India's most reliable Ambulance service. (uber for ambulances); YC Winter 2020; Source: YC
Boost Biomes,boostbiomes.com,,inactive,industrials,,YC Summer 2019; Source: YC
Tensil,tensil.ai,,inactive,industrials,,We turn machine learning models into custom hardware.; YC Summer 2019; Source: YC
Khabri,khabri.app,,inactive,consumer,,India's Largest Podcast Platform; YC Summer 2019; Source: YC
Namaste Business,mynamaste.in,,inactive,b2b,,Shopify for a mobile first world; YC Summer 2019; Source: YC
Multis,multis.com,,inactive,fintech,,Accounting & Treasury Management Software for Web3 Teams; YC Summer 2019; Source: YC
Alana,alana.jobs,,inactive,b2b,,Staff management software for retail; manufacturing and hospitality; YC Summer 2019; Source: YC
Mipos.dev,mipos.dev,,inactive,b2b,,Api that let you connect all the restaurant tech services in Latam; YC Summer 2019; Source: YC
Valiu,valiu.com,,inactive,fintech,,USD mobile banking for LatAm's businesses and people; YC Summer 2019; Source: YC
Blockstamp,blockstampsf.com,,inactive,industrials,,Blockstamp is an asset management software for industrial equipment; YC Summer 2019; Source: YC
Covela,covela.mx,,inactive,fintech,,The digital insurance broker for SMEs in LATAM; YC Summer 2019; Source: YC
Unflow,unflow.com,,inactive,b2b,,The next generation CMS built for mobile apps; YC Summer 2019; Source: YC
Odin,savewithodin.com,,inactive,consumer,,Save; organize and showcase your mental dump; YC Summer 2019; Source: YC
Datree,datree.io,,inactive,b2b,,Datree prevents Kubernetes misconfigurations from reaching production; YC Winter 2020; Source: YC
Hideout,findhideout.com,,inactive,consumer,,A portfolio of delivery-only restaurant brands; YC Winter 2020; Source: YC
Laguna,withlaguna.com,,inactive,real-estate/construction,,YC Winter 2020; Source: YC
Lilia,hellolilia.com,,inactive,healthcare,,Modern egg freezing for half the cost in half the time with top docs; YC Winter 2020; Source: YC
RoboTire,robotire.com,,inactive,industrials,,Robotire is automating vehicle maintenance for today and future…; YC Winter 2020; Source: YC
Unfaze AI,unfaze.ai,,inactive,b2b,,Create stunning product images and short-form promotional videos 10x…; YC Summer 2020; Source: YC
Enveloop,enveloop.com,,inactive,b2b,,Design and send messages from your app with a simple API.; YC Winter 2020; Source: YC
Paneau,paneau.io,,inactive,consumer,,Tablets inside Uber/Lyfts to advertise directly to riders; YC Winter 2020; Source: YC
Carbon-12 Labs,carbon.money,,inactive,fintech,,A Global Payouts API for Startups; YC Winter 2020; Source: YC
Quickcard,quickcard.com,,inactive,b2b,,Dynamic sales materials that shape-shift based on the customers needs; YC Winter 2020; Source: YC
Pantheon,joinpantheon.io,,inactive,education,,A competitive community of the brightest students in the world; YC Winter 2020; Source: YC
Orbiter,getorbiter.com,,inactive,b2b,,ML models automatically monitor business performance; YC Winter 2020; Source: YC
Glisten AI,glisten.ai,,inactive,b2b,,Glisten AI automatically categorizes and tags e-commerce product data.; YC Winter 2020; Source: YC
Ardis AI,ardis.ai,,inactive,b2b,,Transform your text data into a searchable knowledge graph; YC Winter 2020; Source: YC
Jamiphy,jamiphy.com,,inactive,consumer,,TikTok for Musicians; YC Winter 2020; Source: YC
"Exosonic, Inc.",exosonic.com,,inactive,industrials,,Developing supersonic UAVs as a pathway to quiet supersonic flight; YC Winter 2020; Source: YC
Cadence,cadencework.com,,inactive,b2b,,Delightful team-building events for remote companies; YC Winter 2020; Source: YC
Protobase,protobase.io,,inactive,b2b,,Protobase is a 10x; next-generation spreadsheet.; YC Winter 2020; Source: YC
Clayboard,clayboard.com,,inactive,b2b,,Create active; collaborative learning experiences; YC Winter 2020; Source: YC
Edlyft,edlyft.com,,inactive,b2b,,Helps enterprises train college CS students on essential job skills; YC Winter 2020; Source: YC
Homestead,myhomestead.com,,inactive,real-estate/construction,,Homestead is a real estate development platform for homeowners; YC Winter 2020; Source: YC
The Mercer Club,themercerclubnyc.com,,inactive,consumer,,The Mercer Club is a subscription service that allows men to rent…; YC Winter 2020; Source: YC
Racer,racer.app,,inactive,consumer,,15-minute food delivery; YC Summer 2020; Source: YC
Visual One,visualone.tech,,inactive,consumer,,AI for security cameras; YC Winter 2020; Source: YC
Felix Biotechnology,felixbt.com,,inactive,healthcare,,We’re creating programmable therapies; YC Winter 2020; Source: YC
Zaam,zaam.io,,inactive,b2b,,Zaam is an end-to-end SaaS solution for business onboarding.; YC Winter 2020; Source: YC
Riya Collective,riyacollective.com,,inactive,consumer,,Riya Collective is building the first community-driven global…; YC Winter 2020; Source: YC
Blok,blok.fit,,inactive,consumer,,A platform for fitness instructors to build their business and…; YC Winter 2020; Source: YC
Duffl,duffl.com,,inactive,consumer,,10-minute delivery service for college students.; YC Winter 2020; Source: YC
Global Belly,globalbelly.com,,inactive,b2b,,Marketplace enabling social commerce for brands and content creators.; YC Winter 2020; Source: YC
Scout,scout.ml,,inactive,b2b,,Dead simple CI/CD for ML teams; YC Winter 2020; Source: YC
Pashi,pashi.com,,inactive,industrials,,Pashi builds software to operate and optimize production lines.; YC Winter 2020; Source: YC
Simple Strips,simplestrips.com,,inactive,healthcare,,Low-cost blood glucose test strips scanned with a smartphone camera…; YC Winter 2020; Source: YC
Multiverse,playmultiverse.com,,inactive,consumer,,Multiverse is a web-based game creation system inspired by Dungeons &…; YC Winter 2020; Source: YC
Welcome,experiencewelcome.com,,inactive,b2b,,Create jaw dropping virtual events; YC Winter 2020; Source: YC
Mini Exhibitions,miniexhibitions.com,,inactive,b2b,,Virtual events for remote teams; YC Winter 2020; Source: YC
Dropbase,dropbase.io,,inactive,b2b,,AI app builder for internal tools. Build back-office software faster…; YC Winter 2020; Source: YC
Nimbus,nimbus.green,,inactive,industrials,,Tesla for city dwellers; YC Winter 2020; Source: YC
Trident Bioscience,trident.bio,,inactive,healthcare,,Accelerating protein engineering.; YC Summer 2020; Source: YC
onetool,onetool.co,,inactive,b2b,,App-Store for SaaS: one invoice; one user management; one login.; YC Winter 2020; Source: YC
Laserfocus,laserfocus.io,,inactive,b2b,,Implement streamlined Salesforce processes for agile GTM teams; YC Winter 2020; Source: YC
Snapboard,snapboard.io,,inactive,b2b,,YC Winter 2020; Source: YC
goDutch,godutchpay.in,,inactive,fintech,,Group payments product which lets people pay together at any offline…; YC Winter 2020; Source: YC
PillarPlus,pillarplus.com,,inactive,real-estate/construction,,Software to automatically create construction blueprints; YC Winter 2020; Source: YC
SprintAI,getsprint.ai,,inactive,b2b,,AI-led platform for inventory and fulfillment optimization; YC Winter 2020; Source: YC
Thunderpod,thunderpod.com,,inactive,b2b,,Community Engagement Platform; YC Winter 2020; Source: YC
Zumo Labs,zumolabs.ai,,inactive,b2b,,We generate synthetic data for computer vision models.; YC Winter 2020; Source: YC
Synapsica Healthcare,synapsica.com,,inactive,healthcare,,AI-enabled automation of diagnostic radiology workflow and reporting.; YC Winter 2020; Source: YC
Easyplan,easyplan.in,,inactive,fintech,,An AI-driven investment app for beginner investors in India; YC Winter 2020; Source: YC
Breathe Well-being,breathewellbeing.in,,inactive,healthcare,,A digital well-being program to help people prevent or manage chronic…; YC Winter 2020; Source: YC
Overfit,overfit.com,,inactive,healthcare,,Human coach for accountability + AI for personalized workouts; YC Summer 2020; Source: YC
Viya,viyaliving.com,,inactive,real-estate/construction,,Mobile first apartment rentals for LatAm; YC Winter 2020; Source: YC
Orchata,orchata.com,,inactive,consumer,,Groceries delivered in 20 min in Latinamerica; YC Winter 2020; Source: YC
Valienta,valienta.com,,inactive,b2b,,Helping Dropshippers in Colombia run the business and increase sales; YC Winter 2020; Source: YC
Apartio,apartio.com.br,,inactive,fintech,,Apartio offers Short Term Rentals for Business Travelers in Brazil; YC Winter 2020; Source: YC
Syncro,runsyncro.com,,inactive,b2b,,Intelligence layer for internal communications and culture; YC Winter 2020; Source: YC
Prelay,prelay.com,,inactive,b2b,,Team Selling Platform; YC Winter 2020; Source: YC
CARUPI,carupi.com,,inactive,consumer,,CARUPI is the world's 1st managed P2P marketplace for used cars; YC Winter 2020; Source: YC
Reploy,getreploy.com,,inactive,b2b,,Instant; shareable staging environments; YC Summer 2020; Source: YC
Metamanagement,metamanagement.dev,,inactive,b2b,,We help SaaS companies deploy into their customer's environment.; YC Summer 2020; Source: YC
Rume,rume.video,,inactive,consumer,,Video chat that doesn't feel like work; YC Summer 2020; Source: YC
Bento,trybento.co,,inactive,b2b,,In product customer activation; YC Summer 2020; Source: YC
RTCanary,rtcanary.com,,inactive,consumer,,We are a monitoring and analytics plugin for all video chat platforms.; YC Summer 2020; Source: YC
Nototo,nototo.app,,inactive,b2b,,A workspace with a spatial interface; YC Summer 2020; Source: YC
Queue,usequeue.com,,inactive,b2b,,All-in-one platform for agencies to launch and grow; YC Summer 2020; Source: YC
Jeevam Health,jeevamhealth.com,,inactive,healthcare,,Digital holistic care for complex chronic conditions; YC Summer 2020; Source: YC
Duckly,duckly.com,,inactive,b2b,,Video chat with real-time collaboration.; YC Summer 2020; Source: YC
Atomized,atomizedhq.com,,inactive,b2b,,Enabling teams to deploy without needing a cloud expert; YC Summer 2020; Source: YC
Monosi,monosi.dev,,inactive,b2b,,Open Source Data Observability; YC Summer 2020; Source: YC
Foreword,foreword.live,,inactive,education,,A marketplace for live; online workshops for professionals; YC Summer 2020; Source: YC
TANGObuilder,tangobuilder.com,,inactive,real-estate/construction,,TANGObuilder automates structural engineers jobs.; YC Summer 2020; Source: YC
ClearMix,clearmix.com,,inactive,b2b,,On-Demand; Fully-Remote Marketing and Sales Video Production Platform; YC Summer 2020; Source: YC
buildspace,buildspace.so,,inactive,education,,we're the place where people build cool shit.; YC Summer 2020; Source: YC
Oico,en.oico.com.br,,inactive,b2b,,B2B marketplace for construction material in Brazil.; YC Summer 2020; Source: YC
Streamdal,streamdal.com,,inactive,b2b,,Data Quality & Playback Platform; YC Summer 2020; Source: YC
Hyper Online,hyper.online,,inactive,consumer,,Social avatar platform for VTubers; YC Summer 2020; Source: YC
In Stock,instock.org,,inactive,b2b,,Find any product; in stock nearby; YC Summer 2020; Source: YC
Tydo,tydo.com,,inactive,b2b,,Turn your data into intelligence; YC Summer 2020; Source: YC
Jam.gg (formerly Piepacker),jam.gg,,inactive,consumer,,Jam.gg; play couch games online with friends; YC Summer 2020; Source: YC
Intelligent,intelligent.services,,inactive,b2b,,Demand Forecasting as a Service; YC Summer 2020; Source: YC
Memo,sendmemo.app,,inactive,b2b,,Memo is modern communication that helps you get your focus back; YC Summer 2020; Source: YC
Virtually,tryvirtually.com,,inactive,b2b,,The 'Shopify' for Online Schools; YC Summer 2020; Source: YC
OneKey,getonekey.io,,inactive,fintech,,Find the most profitable sites to build EV charging station; YC Summer 2020; Source: YC
Letter,letter.co,,inactive,fintech,,Beautifully designed banking for high net-worth individuals.; YC Summer 2020; Source: YC
AI.Fashion,ai.fashion,,inactive,b2b,,AI.Fashion is the AI creative suite for the fashion industry.; YC Summer 2020; Source: YC
Lume,uselume.com,,inactive,healthcare,,YC Summer 2020; Source: YC
MilkRun,localmilkrun.com,,inactive,consumer,,Get Food From Farmers; Delivered.; YC Summer 2020; Source: YC
Byte,web.thebyte.app,,inactive,consumer,,On-demand food delivery from dark kitchens in Pakistan.; YC Summer 2020; Source: YC
Artifact,heyartifact.com,,inactive,consumer,,Personal podcasts with the people in your life; YC Summer 2020; Source: YC
Nextstore,nextstore.com,,inactive,b2b,,Mobile optimized storefronts for Shopify; YC Summer 2020; Source: YC
Sonar,sonar.app,,inactive,consumer,,Minecraft meets Discord; YC Summer 2020; Source: YC
Parade,getparade.com,,inactive,b2b,,Launch your company without hiring a designer; YC Summer 2020; Source: YC
Quell,playquell.com,,inactive,consumer,,Get fit fighting your way through a fantasy world.; YC Summer 2020; Source: YC
Atmos,buildatmos.com,,inactive,real-estate/construction,,The entire homebuilding process; all online; YC Summer 2020; Source: YC
CapWay,capway.com,,inactive,fintech,,Inclusive financial technology service provider.; YC Summer 2020; Source: YC
Degrees of Freedom,degreesoffreedom.org,,inactive,education,,DoF provides a high quality; affordable higher education alternative.; YC Winter 2021; Source: YC
Gonddo,gonddo.com.br,,inactive,b2b,,Wholesale marketplace for independent retailers buy & manage inventory; YC Winter 2021; Source: YC
Neverland,enterneverland.com,,inactive,consumer,,The first online home garden and lawn marketplace; YC Winter 2021; Source: YC
Playmaker,getplaymaker.app,,inactive,consumer,,Community for fantasy sports players; YC Winter 2021; Source: YC
Quadrant Eye,quadranteye.com,,inactive,healthcare,,Breaking new ground in online eyecare.; YC Winter 2021; Source: YC
SBX Robotics,sbxrobotics.com,,inactive,b2b,,Synthetic data for better vision.; YC Winter 2021; Source: YC
Pensil,pensil.in,,inactive,b2b,,New-Age White Label Community Platform SDKs and APIs for Games;…; YC Winter 2021; Source: YC
Gigs Live,gigs.live,,inactive,consumer,,Video publishing and monetization platform for creators and artists; YC Winter 2021; Source: YC
